EEC2,Part B,_ because
EEC2,Part B,_ fear
EEC2,"Unit 9 
Part A
",box
EEC2,Part A,teddy bear
EEC2,Part A,train
EEC2,Part A,dollhouse
EEC2,Part A,clown
EEC2,Part A,toy
EEC2,Part A,plane
EEC2,Part A,LEGO
EEC2,Part A,juice
EEC2,Part A,_ into
EEC2,Part A,_ money
EEC2,Part A,_ god
EEC2,Part A,_ feel
EEC2,Part A,_ careful
EEC2,"Part B
",_ want
EEC2,"Part B
",wait
EEC2,"Part B
",rain
EEC2,"Part B
",again
EEC2,"Part B
",today
EEC2,"Part B
",away
EEC2,"Part B
",may
EEC2,"Part B
",wear
EEC2,"Part B
",_ joy
EEC2,"Part B
",_ soy
EEC2,"Unit 10 
Part A
",dress
EEC2,Part A,T-shirt
EEC2,Part A,vest
EEC2,Part A,cap
EEC2,Part A,skirt
EEC2,Part A,shirt
EEC2,Part A,shoes
EEC2,Part A,pants
EEC2,Part A,shorts
EEC2,Part A,socks
EEC2,Part B,bring
EEC2,Part B,song
EEC2,Part B,dry
EEC2,Part B,travel
EEC2,Part B,sing
EEC2,Part B,ring
EEC2,Part B,dragon
EEC2,Part B,try
EEC2,Part B,_ shiny
EEC2,Part B,_ huge
EEC2,Part B,_ fire
EEC2,Part B,_ breathe
EEC2,Part B,_ real
EEC2,Part B,_ learn
EEC2,Part B,_ such
EEC2,Part B,_ gold
EEC2,Part B,_ cool
EEC3,"Unit 1 
Part A
",_ let
EEC3,Part A,_ play
EEC3,Part A,_ together
EEC3,Part A,drum
EEC3,Part A,toy bear
EEC3,Part A,spaceman
EEC3,Part A,driver
EEC3,Part A,ball
EEC3,Part B,many
EEC3,Part B,train
EEC3,Part B,video game
EEC3,Part B,robot
EEC3,Part B,sometimes
EEC3,Part B,all
EEC3,Part B,_ day
EEC3,"Unit2 
Part A",whose
EEC3,Part A,English book
EEC3,Part A,math book
EEC3,Part A,pencil case
EEC3,Part A,_ give
EEC3,Part A,_ give...back
EEC3,Part A,_ tomorrow
EEC3,Part A,notebook
EEC3,Part A,dictionary
EEC3,Part A,backpack
EEC3,Part B,thing
EEC3,Part B,handbag
EEC3,Part B,suit
EEC3,Part B,tie
EEC3,Part B,purple
EEC3,Part B,coat
EEC3,Part B,messy
EEC3,"Unit3
Part A",which
EEC3,Part A,_ subject
EEC3,Part A,_ best
EEC3,Part A,difficult
EEC3,Part A,art
EEC3,Part A,easy
EEC3,Part A,boring
EEC3,Part A,music
EEC3,Part A,Chinese
EEC3,Part A,P.E.
EEC3,Part A,fun
EEC3,Part B,timetable
EEC3,Part B,lesson
EEC3,Part B,have a rest
EEC3,Part B,form...to...
EEC3,Part B,favorite
EEC3,Part B,interesting
EEC3,Part B,_ history
EEC3,"Unit 4 
Part A
",swim
EEC3,Part A,run
EEC3,Part A,play basketball
EEC3,Part A,jump
EEC3,Part A,climb
EEC3,Part A,dance
EEC3,Part A,draw
EEC3,Part A,skate
EEC3,Part A,can
EEC3,Part A,_ fast
EEC3,Part A,_ high
EEC3,Part B,outgoing
EEC3,Part B,sport
EEC3,Part B,football
EEC3,Part B,tennis
EEC3,Part B,movie
EEC3,Part B,shy
EEC3,Part B,weekend
EEC3,Part B,_ different
EEC3,"Unit 5
Part A
",_ people
EEC3,Part A,_ also
EEC3,Part A,_ member
EEC3,Part A,policeman
EEC3,Part A,dancer
EEC3,Part A,_ theater
EEC3,Part A,_ pleasure
EEC3,Part A,teacher
EEC3,Part A,cook
EEC3,Part A,nurse
EEC3,Part A,doctor
EEC3,Part A,postman
EEC3,Part A,driver
EEC3,Part B,be from
EEC3,Part B,the U.S.A
EEC3,Part B,daughter
EEC3,Part B,China
EEC3,Part B,husband
EEC3,Part B,worker
EEC3,Part B,factory
EEC3,Part B,_ same
EEC3,Part B,class
EEC3,Part B,teach
EEC3,Part B,_ writer
EEC3,"Unit 6 
Part A
",_ go shopping
EEC3,Part A,_ good idea
EEC3,Part A,much
EEC3,Part A,_ take
EEC3,Part A,_ pair
EEC3,Part A,watch
EEC3,Part A,scarf
EEC3,Part A,gloves
EEC3,Part A,thirteen
EEC3,Part A,fourteen
EEC3,Part A,fifteen
EEC3,Part A,sixteen
EEC3,Part A,seventeen
EEC3,Part A,eighteen
EEC3,Part A,nineteen
EEC3,Part A,dollar
EEC3,Part B,yard sale
EEC3,Part B,neighbor
EEC3,Part B,yard
EEC3,Part B,sofa
EEC3,Part B,sixty
EEC3,Part B,everything
EEC3,Part B,cheap
EEC3,"Unit 7 
Part A
",weather
EEC3,Part A,cold
EEC3,Part A,hot
EEC3,Part A,cool
EEC3,Part A,cloudy
EEC3,Part A,sunny
EEC3,Part A,snowy
EEC3,Part A,windy
EEC3,Part A,rainy
EEC3,Part A,_ Tokyo
EEC3,Part A,_ New York
EEC3,Part B,playground
EEC3,Part B,bored
EEC3,Part B,ride a bike
EEC3,Part B,go out
EEC3,Part B,jump high
EEC3,Part B,stay at home
EEC3,"Unit 8 
Part A
",_ beautiful
EEC3,Part A,home
EEC3,Part A,shop
EEC3,Part A,hotel
EEC3,Part A,over there
EEC3,Part A,_ hooray
EEC3,Part A,bank
EEC3,Part A,supermarket
EEC3,Part A,restaurant
EEC3,Part A,next to
EEC3,Part A,across from
EEC3,Part A,in front of
EEC3,Part B,computer
EEC3,Part B,photo
EEC3,Part B,wall
EEC3,Part B,man
EEC3,Part B,woman
EEC3,Part B,parents
EEC3,Part B,tidy
EEC3,"Unit 9 
Part A
",_ newspaper
EEC3,Part A,read
EEC3,Part A,sleep
EEC3,Part A,fly
EEC3,Part A,eat
EEC3,Part A,drink
EEC3,Part A,study
EEC3,Part A,walk
EEC3,Part A,write
EEC3,Part B,children
EEC3,Part B,grass
EEC3,Part B,badminton
EEC3,Part B,boating
EEC3,Part B,lake
EEC3,Part B,toy bus
EEC3,Part B,_ everyone
EEC3,"Unit 10 
Part A
",_ welcome
EEC3,Part A,fix
EEC3,Part A,watch TV
EEC3,Part A,wash
EEC3,Part A,sweep
EEC3,Part A,brush
EEC3,Part A,cook
EEC3,Part B,American
EEC3,Part B,work
EEC3,Part B,Sunday
EEC3,Part B,housewife
EEC3,Part B,sit
EEC3,Part B,water the flowers
,,Aa /ei/ n. __________
,,afternoon  /__:ft_'nu:n/ n. __
,,alphabet /'ælf_bet/ n. ___
,,"am  /æm/ v. (was /w_z/,been /bi:n/) _"
,,Amigo /a:mig__/ n. _______
,,"are  /a:(r);_(r)/ v. (were /we_/,been /bi:n/) _"
,,Bb /bi:/ n. __________
,,BBC /_bi:bi:'si:/ ______
,,boy /b__/ n. __
,,Cc /si:/ n. __________
,,CD /_si:'di:/ _______
,,Civa /'si:v_/ n. Civa (___
,,Cutie /'kju:ti/ n. ______
,,Dd /di:/ n. __________
,,Ee /i:/ n. __________
,,evening  /'i:vn__/ n. _____
,,Ff /ef/ n. __________
,,fine  /fa_n/ adj. _______
,,Gg /d_i:/ n. __________
,,girl /g_:l/ n. __
,,good  /__d/ adj. __
,,Good afternoon! ____
,,Good evening! ____
,,Good morning! ____
,,greet /gri:t/ v. ______
,,HB /_eit_ 'bi:/ _______
,,hello  /h_'l__/ interj. ____
,,Hh /eit_/ n. __________
,,hi  /ha_/ interj.__________
,,how
,,How are you? ____
,,I  /a_/ pron. _
,,letter /'let_/ n. ____
,,Max /mæks/ n. _______
,,morning  /'m_:(r)n__/ n. _____
,,name /neim/ n. __
,,Nick /nik/ n.  ______
,,OK  /__'ke_/ interj. & adv. ____
,,Sissy /'sisi/ n. ______
,,Smiley /'smaili/ n. _______
,,thanks  /_æ_ks/ interj. & n. _____
,,word /w_:d/ n.__
,,you  /ju:/ pron. ____
,,Mm /em/ n. ____________
,,NBA /_en bi:'ei/ __________
,,Nn /en/ n. ____________
,,Oo /__/ n.  ____________
,,orange  /'_r_nd_/ n. __
,,P /pi:/ _______
,,pen  /pen/ n. ____
,,pencil /‘pensl/ n. __
,,phone  /f__n/ n. ______
,,please  /pli:z/ interj._____________
,,Pp /pi:/ n. ____________
,,Qq /kju:/ n.  ____________
,,quilt  /kw_lt/ n. _____
,,Rr /a:/ n. ____________
,,ruler  /'ru:l_(r)/ n. ____
,,"spell  /spel/ v. (spelt /spelt/,spelt) _______"
,,that  /_æt/ pron. ____
,,this  /__s/ pron. ____
,,what  /w_t/ pron. & adj. __
,,red  /red/ adj. & n. _____
,,S /es/ ____________
,,"say  /se_/ v. (said /sed/,said) ___"
,,Ss /es/ n. ____________
,,the  /_i;__/ art. ______________
,,thing /___/ n. _____
,,Tt /ti:/ n. ____________
,,UFO /_ju:ef'_u/ _____
,,Uu /ju:/ n. _____________
,,Vv /vi:/ n. _____________
,,white  /wa_t/ adj. & n. _____
,,Ww /'d_blju:/ n. _____________
,,Xx /eks/ n. _____________
,,yellow  /'jel__/ adj. & n. _____
,,Yy /wai/ n. _____________
,,Zz /zi:/ n. _____________
,,Alice /'æl_s/  n. _______
,,and  /ænd/ conj. _____
,,Anna /'_n_/  n. ______
,,Black  /blæk/  n. ______
,,China  /'t_a_n_/  n. __
,,Cindy  /'sindi/ n. ______
,,eight  /e_t/ num. _
,,Eric /'er_k/  n. _______
,,everyone  /'evriw_n/ pron. _________
,,first  /f_:(r)st/ adj. __
,,first name __
,,five  /fa_v/ num. _
,,four  /f_:(r)/ num. _
,,friend  /frend/ n. __
,,Green  /_ri:n/ n. _____
,,he  /hi:/ pron. _
,,Helen   /'hel_n/  n. ______
,,her  /h_:(r)/ pron. __
,,his  /h_z/ pron. __
,,its  /_ts/ adj. __
,,Jack   /d_æk/  n.____
,,Jerry  /'d_er_/ n. ______
,,Joe /d__u/  n. _____
,,John  /d__n/  n. ______
,,Julie /ju:li/  n. ______
,,last  /l_:st/ adj. _______
,,last name _
,,Linda /'lind_/  n. ______
,,"meet  /mi:t/ v. (met /met/,met) _____"
,,middle  /'m_dl/ adj. ___ n.__
,,middle school _____
,,Ms.  /m_z/_____________________
,,my  /ma_/ pron. __
,,nice  /na_s/ adj. _________
,,nine  /na_n/ num. _
,,no  /n__/ interj. _______
,,not  /n_t/ adv. ____
,,number  /'n_mb_(r)/ n. _____
,,one  /w_n/ num. _
,,"our  /_:(r),'a__(r)/ pron. ___"
,,school  /sku:l/ n. __
,,seven  /'sevn/ num. _
,,she  /_i:/ pron. _
,,six  /s_ks/ num. _
,,Smith  /sm__/  n. ______
,,telephone  /'tel_f__n/ n. ______
,,telephone number (=phone number) ____
,,their  /_e_(r)/ pron. ________
,,three  /_ri:/ num. _
,,to  /tu:/ ___________________
,,too  /tu:/ adv. _____
,,two  /tu:/ num. _
,,we  /wi:/ pron. __
,,White  /wa_t/  n. _____
,,yes  /jes/ interj. _____
,,your  /j_:(r)/ pron. ______
,,zero  /'z__r__/ num. _
,,Alan /'æl_n/ n. ______
,,aunt  /_:nt/ n. ______________
,,big  /b__/ adj. ______
,,"Bob /b_b,b_:b/ n. ______"
,,brother  /'br___(r)/ n. ___
,,bye  /ba_/ interj. (=goodbye) __
,,can  /kæn;k_n/ modal v. ___
,,cousin  /'k_zn/ n. ___________________
,,dad  /dæd/ n. __
,,daughter  /'d_:t_(r)/ n. __
,,day  /de_/ n. ________
,,dog  /d__/ n. _
,,family  /'fæm_li/ n. ____
,,father  /'f_:__(r)/ n. _____
,,grandfather  /'_rænf_:__(r)/ n.______________
,,grandma  /'_rænm_:/ n.______________
,,grandmother  /'_rænm___(r)/ n.______________
,,grandpa  /'_rænp_:/ n.______________
,,grandparent  /'_rænpe_r_nt/ n. ____________
,,happy  /'hæpi/ adj. _______
,,have  /hæv/ v. _____
,,Have a good day!___________
,,here  /h__(r)/ adv.__________________
,,How about …?  ……____
,,"Jason /_d_e_s_n,_d_es_n/ n. ______"
,,Jenny  /_d_eni/ n. ______
,,love  /l_v/ v. & n. ____
,,me  /mi:/ pron._I_____
,,mom  /m_m/ n. (=mum) __
,,mother  /'m___(r)/ n. _____
,,next  /nekst/ adj. & n. _____________
,,Nono /n_u'n_u/  n. __
